binzm1,binzm2,binzm3,binzm4,binzm5,binzm6,bincs1,bincs2,bincs3,bincs4,bincs5,bincs6,binoo1,binoo2,binoo3,binoo4,binoo5,binoo6
0.535128803,0.497159976,0.556652214,0.547538678,0.570671057,0.523690043,0.799526096,0.718628578,1.000297009,0.894715432,0.821490844,0.694902351,4.867038643,4.235293107,4.805251995,5.38325269,3.721466232,3.643535461
0.522600862,0.564076384,0.529214385,0.534089356,0.551041654,0.594274219,0.93529262,0.836981311,0.856909019,0.910521742,0.862704881,0.91120878,4.308260846,4.537919768,5.208758661,4.39184042,4.574048374,4.092057689
0.85613464,0.877228336,0.812017367,0.796497229,0.813114425,0.799652724,1.051356545,1.135156953,1.378054211,1.453078936,1.2964361,1.44207661,3.647156681,3.755238166,3.794459212,3.919619418,3.600476452,3.880859461
0.801746775,0.849806149,0.889801202,0.922231907,0.921333906,0.976197516,0.940942632,0.891746124,0.944268438,1.073174945,1.088163343,1.691387002,4.079826258,4.25054671,4.957285271,4.378396114,4.906028386,4.151102535
0.708285472,0.724201516,0.662885221,0.598736065,0.578483702,0.58147794,0.941068509,1.062229051,1.072051436,1.110963655,0.874412781,0.823540989,7.00531881,6.404840019,4.488615137,2.838193156,3.860606837,4.250300124
0.559467308,0.534039374,0.543233123,0.582782348,0.549453689,0.544654786,0.822072498,0.814982328,0.895207589,0.878906386,0.807690884,0.747920014,3.988377151,4.23260422,4.647566304,4.424452152,4.419890471,4.000446433
0.759536205,0.806585096,0.768079762,0.785167585,0.767379447,0.715205441,0.897172412,0.863197864,0.914009264,1.013366787,0.968799774,0.82616578,4.218300289,4.791673497,5.445285436,4.068815613,3.262205927,3.423960826
0.533686289,0.588776719,0.557043418,0.583164165,0.564618289,0.565740521,0.778454606,0.729881156,0.920351412,0.878267951,0.820916329,1.109793776,4.073292881,3.235403954,4.794812494,4.118782195,4.181640632,5.350717293
0.58279644,0.579654747,0.709699628,0.607994906,0.5378445,0.590346344,0.780963425,0.755761529,0.888509327,0.794114102,0.64852807,0.897969704,4.331013627,3.725835326,4.93415588,3.50698893,2.772876901,4.076042123
0.713342727,0.740920603,0.763525528,0.730917244,0.72349268,0.743578744,1.037791888,1.029788987,0.930432599,0.978269699,1.028420395,0.888017567,4.785122542,4.129253271,3.707211725,3.814637895,3.467736738,3.552910311
0.683826519,0.745501095,1.759580303,0.910026093,0.846343286,0.967733409,0.809922038,1.393934642,1.729424125,0.900199658,1.02689358,1.44999429,2.851509727,5.371549316,4.783234368,4.840435434,4.388477767,4.878794886
0.7845721,0.670119756,0.761607231,1.23053999,2.92038549,0.860900033,0.870355755,0.798481208,1.038715962,1.230338712,1.89422173,1.228842325,4.577491998,4.181341054,5.074430246,6.393185957,5.176658655,5.606682925
0.553878897,0.53532837,0.564834044,0.560370011,0.557995006,0.739288415,0.743368117,0.771474827,0.751344645,1.014439085,0.837287299,2.008827565,4.629141873,4.432436239,4.220625939,5.513941025,5.283906129,5.739534376
0.707601491,0.755205508,0.721942654,0.715593347,0.733034777,0.787850533,0.981257925,0.936744038,0.835837675,0.989751809,0.966063346,1.197407593,4.301682759,3.473923972,3.642119468,3.743217189,4.150739279,4.111672396
0.783158963,0.759139523,0.761378326,0.79282052,0.756261545,0.717942351,1.287703195,1.126045098,1.139548641,2.027004012,1.105954116,1.063548796,4.51550595,3.581156757,3.583407677,4.252112799,3.716286949,3.809035678
0.554350614,0.549260854,0.550709122,0.548498824,0.578759256,0.53705173,1.24441645,1.129465942,0.777976082,1.091575051,0.934087353,0.789377122,5.183655448,5.308165483,5.033370798,4.492241072,4.896990097,4.369603157
0.697837769,0.602742652,0.54735125,0.529992212,0.520601693,0.524029092,0.870736255,0.932177051,0.857446401,1.013879076,0.855995831,0.766776299,5.817128485,4.796865882,3.441549331,4.227723444,4.112882548,4.284525273
2.567669854,0.54016879,0.602828636,0.567209417,0.970808669,0.766012909,1.708795988,0.947365602,1.021925734,0.907280061,1.808330343,1.003294942,7.088495724,6.525899244,5.745418716,4.910679025,6.114686797,6.582013666
0.568695493,0.657832997,0.607744816,0.529181454,0.547091315,0.536939011,0.963866638,0.822740812,0.753068185,0.708071838,0.707431893,0.693380972,5.822790144,5.439612418,4.29886073,3.688187271,4.346192283,3.709925681
0.729039224,0.726016719,0.751208208,0.795672473,0.756386703,0.749923814,1.039673417,0.95664731,1.078879095,1.016248272,0.881516517,0.928177443,3.942226688,3.937456721,3.495477985,3.238690681,3.510330992,4.154207956
0.746471088,0.793762111,0.837724916,0.801828931,0.8078892,0.794379869,0.892314491,1.103202287,1.142710979,0.960842073,1.011262141,1.253778126,3.904062196,3.991380061,3.740026203,4.416125863,4.110993876,3.798476229
0.863571617,0.885594005,0.866084144,0.737349795,0.830897106,0.758312171,0.969621088,1.00021857,0.955058448,0.814818791,0.912423042,0.892634278,3.835946091,5.721438193,4.391208578,3.919254843,4.882857884,5.539795675
0.748060623,0.792454717,0.743374027,0.699083488,0.722101224,0.719053932,1.003498336,1.056584695,0.968642495,0.84269109,0.853155955,1.04358409,5.286273284,4.782912675,4.40930237,4.365643825,4.646119075,5.48823179
0.553744967,0.623888948,0.56159426,0.566479539,0.542315751,0.570629263,0.915609147,0.894741271,0.918745976,0.814933067,0.865646188,0.84188112,5.297706251,4.273454951,5.133925853,5.054292671,4.912874834,4.422163503
0.451036088,0.461541016,0.418428297,0.43200963,0.429403485,0.430841843,2.770216652,2.812727514,2.832990157,2.681870013,2.569837778,2.809745826,0.582445057,0.661147501,0.625402618,0.615127523,0.623194148,0.598280022
0.460775811,0.477978966,0.444071814,0.460983193,0.473215636,0.459733364,2.730654519,2.771582768,2.735733215,2.590313731,2.708233635,2.666123838,0.576536317,0.629984127,0.596768799,0.639610431,0.619014694,0.637244639
0.421197971,3.33568856,3.195740285,0.666951,0.5897952,0.544718733,2.67164567,2.623919065,2.521876338,2.697089594,2.759752833,2.809992078,0.611254163,1.663309558,1.695176131,0.802585223,0.708038485,0.689781719
0.440044939,0.423151821,0.442555365,0.448214635,0.448460341,0.443097602,2.750643944,2.677085309,2.583275805,2.614808341,2.716968095,2.739404293,0.551950269,0.54547202,0.602889017,0.579066601,0.550179144,0.571998591
0.451139015,0.435413851,0.431826296,0.478017587,3.64050034,2.182142989,2.201471256,2.272906342,2.152517789,2.100303332,2.02514009,2.239265161,0.966255855,0.742140564,0.598296649,0.577569189,1.528791162,1.296622377
0.441572626,0.456553449,0.469309487,0.458589621,0.463014013,0.463134383,2.405854423,2.215965907,2.246365177,2.408912472,2.273230496,2.288140415,0.541678788,0.602393718,0.602683981,0.589333241,0.608183262,0.589660914
0.425262564,0.422395936,0.409671317,0.418710685,0.419282106,0.435336091,2.518068234,2.543036809,2.656227805,2.740169363,2.9207069,2.719635903,0.610817763,0.646193985,0.61204757,0.582845957,0.591372316,0.563451388
0.469077201,0.452948853,0.441566751,0.451702662,0.48886099,0.477161422,2.693925831,2.543880829,2.65220209,2.533189482,2.87507935,2.692359056,0.601613451,0.579794498,0.646005212,0.593947203,0.609047621,0.570064085
0.494275225,1.26815983,0.750752355,0.649397727,0.585573303,0.444138089,1.81218988,0.783633891,1.081902011,1.955788346,2.204877253,2.169382545,1.386576571,3.202382877,2.545909207,1.92575678,1.542451995,1.105460352
0.452399247,0.458244115,0.445710079,0.451251692,0.457771439,0.446338787,2.524609385,2.629551292,2.76969745,2.657835264,2.86793486,2.591900817,0.617204074,0.594095068,0.579404419,0.633997873,0.613692404,0.56187274
0.432804776,0.481213233,0.477589229,0.472107891,0.486819287,0.489378688,2.192288011,2.289269207,2.232669043,2.224704596,2.130068952,2.277994012,0.613094928,0.586196403,0.589370551,0.636719354,0.57388746,0.626983293
0.44552176,0.458764682,0.454359309,0.45402301,0.478931677,0.459729248,2.620865606,2.620326828,2.6016897,2.694747159,2.57929544,2.799533568,0.566476148,0.63645073,0.582829907,0.59098338,0.583513945,0.589224988
0.442583087,0.422571339,0.480533798,0.480830918,0.484214432,0.478815182,2.272444202,2.23319033,2.319790954,2.191179006,2.499467474,2.555901745,0.585997645,0.566709635,0.633802518,0.64120072,0.599780466,0.592474274
0.42494996,0.419685006,0.418914673,0.427369603,0.428481455,0.434957612,2.681701845,2.675009403,2.733101561,2.677216783,2.750855716,2.670079112,0.608256663,0.653462736,0.593381518,0.562088115,0.984319972,0.680773878
0.422110454,0.449929439,0.454563156,0.470890173,0.439273796,0.432610778,2.14348346,2.088118463,1.588964253,2.315438879,2.272388855,2.012388834,0.523721277,0.521036552,1.466347966,0.57720935,0.539082522,0.535493315
0.434051909,0.486676503,0.5307554,0.473099735,0.464263069,0.444387363,2.493223234,2.251237169,1.835376363,2.484783501,2.781319992,2.753534269,0.786587426,1.610097284,2.799003722,2.152965508,1.625074802,1.085950211
0.441973898,0.458733904,0.452875589,0.473574355,0.466312793,0.4590541,2.318674659,2.251971302,2.279145594,2.264083969,2.222262886,2.248904763,0.612528955,0.58253709,0.65415213,0.615397876,0.579320477,0.575958107
0.43396869,0.522126629,0.435251644,0.450392536,0.459051814,0.466045832,2.804938216,2.700211006,2.723325925,2.81879224,2.646681422,2.846658654,0.971733668,0.881766323,0.713121628,0.662814007,0.580328009,0.609810218
0.477068294,0.436832562,0.44041333,0.493408823,0.467529597,0.461352674,2.658287656,2.705419281,2.779578088,2.5599467,2.653556375,2.716227245,0.564902477,0.597019005,0.589101048,0.546381453,0.540579147,0.581801582
0.466117006,0.485036078,0.477766523,0.458029277,0.484043049,0.454791664,2.682810179,2.623619923,2.655279686,2.769517259,2.702822981,2.633490286,0.618728534,0.601017656,0.580083661,0.59103974,0.592947378,0.58707364
0.408398602,0.428976099,0.434615517,0.420080027,0.435833438,0.433179404,2.677664336,2.568291507,2.614560535,2.721472973,2.836565771,2.748713674,0.898048604,0.644300229,0.634089492,0.580780521,0.595418076,0.616939859
0.475514556,0.536905937,0.503748713,0.477827486,0.454909833,0.495194027,2.597594376,2.715897816,2.783656014,2.590127807,2.689941928,2.64203824,0.626893537,0.669710195,0.642654516,0.611034279,0.610789889,0.64453359
0.425303187,0.451153261,0.4310995,0.435983767,0.417207207,0.424370119,2.665718907,2.697676687,2.806660838,2.712631674,2.920898354,2.699382559,0.630320725,0.658485697,0.65749303,0.616789805,0.607723509,0.644142934
0.446244818,0.430066622,0.443660553,0.447165186,0.475536996,0.431666474,2.037178055,2.087190712,2.192316431,2.164107417,2.011735372,2.113808751,0.562721398,0.548147167,0.55253414,0.514057036,0.527724683,0.531414703
0.492700547,0.473023672,0.475804605,0.472330889,0.47553529,0.463497487,2.111315292,2.195250654,2.119899246,2.195325771,2.299736542,2.268813927,0.632760156,0.583839058,0.630869782,0.600194291,0.565910517,0.592506611
0.424783427,0.48779459,0.467498626,0.46768923,0.463137957,0.480769155,2.208718614,2.098168505,2.268183955,2.180154144,2.180673169,2.30988872,0.58860463,0.598821488,0.633973253,0.566411718,0.595697048,0.561846398
0.454128559,0.484833912,0.478418512,0.503031169,0.477566224,0.501872618,2.633313974,2.622103072,2.708692716,2.681707139,2.75445306,2.631386857,0.599445937,0.609601724,0.545962344,0.567289977,0.587976029,0.573812894
0.487898051,0.474333487,0.49275406,0.468647647,0.485530654,0.447203263,2.341455077,2.515583375,2.324088648,2.190159644,1.909023708,2.400209552,0.860148523,0.842999408,0.881476059,0.835912132,0.785169816,0.862806884
0.487404362,0.476360646,0.481512174,0.476477807,0.492387948,0.472033298,2.602347348,2.578805274,2.711297777,2.631307872,2.646054204,2.831028296,0.567380442,0.637385527,0.533611704,0.581968506,0.536041839,0.544056178
10.09941064,0.653916228,0.690436417,0.624104998,0.627644385,0.491886317,2.770495456,1.922748251,2.028899291,2.055332306,1.950133423,1.940425983,4.519841781,0.853841347,0.936463176,0.907993786,0.874608393,0.790712115
0.508024875,0.486662457,0.459669965,0.490416807,0.473317605,0.488204659,2.614737305,2.498294878,2.583912677,2.649677946,2.715119986,2.724984861,0.606546871,0.600056262,0.600547138,0.579729285,0.542196245,0.536147116
0.533252674,0.507511266,0.817465161,5.324046551,0.595731514,0.570596556,2.387611625,2.494723897,2.398375074,2.626674853,2.203647957,2.504567885,1.124832979,1.06541723,1.110173661,3.491250874,0.831417921,0.794163015
0.534160106,0.506074246,0.509168999,0.475244314,0.510348651,0.498556082,2.354183401,2.530037551,2.116424123,2.501100591,2.539503497,2.407353105,0.849986207,0.853314047,0.861602521,0.77660136,0.791986167,0.803891554
0.472061662,0.470869617,0.498614761,1.206317861,12.92676554,1.451695401,2.264127666,2.331591732,1.362380224,0.930499118,3.625446873,1.21693997,0.941288241,0.888628132,1.100708046,2.184218708,7.271713193,1.599441233
0.542344803,0.543070927,0.540420685,0.540740796,0.475856279,0.507183243,2.376900921,2.364895763,2.195607251,2.561752138,2.276093419,2.303826633,0.829507549,0.822880425,0.862398873,0.773941248,0.799001084,0.801316879
0.474041723,0.470927101,0.465065913,0.48953669,0.45891864,0.495636322,2.505432776,2.835872276,2.722440483,2.632290271,2.572907835,2.723033708,0.540937132,0.5339517,0.532542742,0.565633886,0.554031041,0.545353044
0.53154424,0.48992425,4.080061622,10.35688754,0.516327433,0.483187371,2.479225956,2.421196928,2.458765789,3.254275184,2.447791787,2.555321068,0.859984532,0.846367896,2.773225777,4.981586981,0.833364122,0.786967627
0.547572663,0.585990376,0.667470335,0.524867911,0.525792227,0.554917094,2.440674781,1.493013573,2.282785379,2.498701251,2.616557178,2.492538066,0.814625184,1.32875262,0.833621213,0.823785987,0.827398091,0.807922132
0.473809996,0.554260841,0.526625177,0.510739599,0.518542764,0.496200348,2.445244309,2.470048383,2.404687893,2.479663661,2.431594102,2.43892267,0.876236089,1.38816992,1.070586987,0.973518157,1.026615927,0.875388755
0.454847499,0.460327143,0.474217735,0.490522321,0.450161846,0.478064662,2.678827361,2.596561179,2.706707702,2.518375843,2.590346932,2.114231042,0.555413057,0.555144886,0.55970481,0.557826827,0.516584225,0.554884052
0.476185982,0.482382568,0.461284207,0.502763816,0.491813781,0.453289637,2.555741483,2.545664829,2.634752691,2.574167108,2.563975465,2.682340101,0.545228854,0.547156795,0.544545076,0.583796115,0.535451984,0.556894642
0.476438572,0.463418893,0.455254922,0.45558845,0.461030229,0.466186114,2.646928173,2.301710871,2.581018398,2.576935247,2.475686797,2.712645581,0.551258857,0.531154533,0.508685143,0.567138989,0.551918075,0.5284306
0.469275791,0.490532254,0.470233416,0.46013039,0.437200059,0.442864568,2.589700758,2.515150696,2.533555177,2.540799418,2.461991238,2.4653352,0.8540006,0.889857389,0.857188197,0.884269951,0.880410624,0.775625891
0.522745145,0.511266334,0.498165676,0.48706907,0.541955515,0.535939663,2.444424638,2.281341607,2.415611824,0.98966316,1.941975657,2.453937624,0.83654268,0.832247018,0.867518939,0.948349984,0.8563299,0.909385002
0.482629602,0.494253615,0.486961328,0.483865153,0.464951461,0.507442633,2.687486094,2.494415806,2.64339221,2.751442988,2.473847959,2.029740314,0.541946275,0.559823719,0.531257934,0.563699526,0.556532976,0.586416481
0.46284799,0.449890383,0.437623175,0.485697925,0.468631592,0.458080813,2.517429502,2.765492834,2.518277551,2.593763967,2.144793806,1.855711169,0.599801258,0.591192565,0.531748863,0.59537697,0.614939026,0.688401365
0.440612181,0.456438835,0.459936893,0.465747934,0.453426904,0.445157807,2.125509017,2.303621951,2.406946692,2.39910838,2.084426077,2.337588966,0.593398832,0.735781177,0.634731752,0.552302258,0.775543536,0.558189736
